address,balance,tx_count,updatedAt,balanceUSD
12aDqouMF2C2UVqGnZPW8NnSFTKDjFhoRV,50000000,1,2021-09-22T20:55:54.186Z,208.4149935
129VKWjZX3MErCYXCaYjGgDwcpMAfS9nQq,500000000,1,2021-09-22T20:55:54.269Z,2229.9049400000004
11UUivRcVdRJWymipDPB6WzbxzWmL7a3B,50000000,1,2021-09-22T20:55:54.424Z,219.399002
123zTvjw931gKezg4bMwaBS45YBQjJh3pZ,400000000,3,2021-09-22T20:55:54.503Z,1686.604004
123JmhW8mtaRTJJBHFFNxkuyDyyYmozJTd,150000000,1,2021-09-22T20:55:54.583Z,667.003509
124XtfRqTrw1HP1g15z15cVXB38T3EwUZR,410000000,1,2021-09-22T20:55:54.824Z,1723.4308958999998
11r5p8FPmLu9zw1XjufDcydG3rjQ6tzJc,400000774,3,2021-09-22T20:55:54.901Z,2422.777095547984
126x8kik2WChKXAXQEGzR4akjsWESTWZow,410000000,1,2021-09-22T20:55:55.144Z,1707.2154491999997
1238Mzucsxe7SiDQSssCLQYppFHHqF3zpi,200000000,1,2021-09-22T20:55:55.298Z,1247.95398
121JhGRZGL57JgqXtdsxkUB2kF5Xyz7nPh,400000000,1,2021-09-22T20:55:55.538Z,2438.93994
1224txnU673nCa5Wxa9JHkpGmreTMfknsA,100000000,1,2021-09-22T20:55:55.619Z,418.040985
1246tUptR5e67CG7MAfPtjVpSdM1dCUH2V,150000000,1,2021-09-22T20:55:55.697Z,960.5669865
124EhTSKcd4M1RNisFp7hpkmEj6UEqLq1H,300000000,1,2021-09-22T20:55:55.856Z,1249.547973
121aKu4wARyCjEMrpWb9VfSnF9DWbjjVgn,400000000,1,2021-09-22T20:55:55.933Z,2403.303956
129VXFYAjmgijAc2bL9mAPyr25FqMYLymQ,50000000,1,2021-09-22T20:55:56.086Z,210.310501
126oNycBsQTyAunbn53nUS5q1wm6BSG85Y,150000000,1,2021-09-22T20:55:56.166Z,667.003509
129nsZZr79dNfr9fKSGqeAgTBBqCVvMyKU,50000000,1,2021-09-22T20:55:56.246Z,208.1609955
1234KPsuDZ6n6htPvxYRyzc4ND9iyBGhkY,50000000,1,2021-09-22T20:55:56.324Z,229.2680055
1233d91rHpBN8spVJqv42syB72Jzf1gGJb,200000000,1,2021-09-22T20:55:56.643Z,1166.829956
125DU467DRf6JBvS2Q49jsYdY4ZvVGBbUc,410939493,1,2021-09-22T20:55:56.722Z,2406.4124116909743
124ap6uHgT5MeB1L5FPUENhQ2DdG4boyy3,250000000,1,2021-09-22T20:55:56.801Z,1629.4599925
121XywrM8cRm2wcccPU7AbGxAAudHukiQL,300000000,1,2021-09-22T20:55:56.878Z,1732.317078
125YW2ptUaSzt6p3R7bvBCivbVJcLEeJQH,200000000,1,2021-09-22T20:55:57.037Z,1346.67395
12jQEYPivSG9dqyx6JbMHuK8FhAssPmSLq,50000000,1,2022-04-03T19:57:00.613Z,208.505493
12Fu5yYkojQGV791ttX27CgLjXXhq4RyBo,150000000,1,2022-04-03T19:57:00.629Z,664.0139925
12G8Yx421ebY5N6cZh8D1uiMFU2mN3GGTn,250000000,1,2022-04-03T19:56:59.791Z,1599.7250374999999
12HFpi9TYn6dMwXzKVcX4B8iXR1LRYBRtU,100980000,2,2022-04-03T19:56:59.691Z,426.5122412628
12KRM1AWFjrY3NUe4SBg9AraDDPbYGYzc3,300000000,1,2022-04-03T19:56:59.751Z,1254.1229549999998
12bn3LoWmNe9xqYrphf3VT6B4gd4aJZ74F,200000000,1,2021-09-22T20:55:48.034Z,1303.567994
12c3fnMcdZA4GXvcn5SD49WUAqtDp9rdjY,300000000,1,2021-09-22T20:55:48.196Z,1857.3239130000002
12b3pCCdEpygZKxmFaBJrKzZZY8jDXXGJD,200000000,1,2021-09-22T20:55:48.350Z,893.44397
12jXM2QhRFYKHmrmUByUJNub3XZ5Wm6goJ,1134379,1,2022-04-03T19:56:59.826Z,7.551390823462419
12bQFW5C1JcB2QxW1WWR2t6msCX1Lvp5FR,400000000,1,2021-09-22T20:55:48.506Z,1672.355956
12CSGaBgV2wLCfrHaUYb9c1qquaKZhWVLn,300000000,1,2021-09-22T20:55:48.584Z,1820.156982
12EDPfSwb8B9j8tVrnX79tgo1TfYp6gwy5,50000000,1,2021-09-22T20:55:48.663Z,212.115494
12exGxjehGRW2DLfSdWcda1UTzsCz4CTYD,300000000,1,2021-09-22T20:55:48.843Z,1788.8939219999997
12KEGoGCuxJQft5JnkupbLvtYqsraxBgGt,100020000,1,2022-04-03T19:57:00.644Z,454.7099117976
12EcxFEe9wV1k5adwHF3PqC446hpEe2AUM,150000000,1,2021-09-22T20:55:48.921Z,656.621979
12KXG7xgpBram9UhSeKRs4CrCmSoUZdvSY,400000000,1,2022-04-03T19:56:59.936Z,1657.284056
12BBafApDponRH9K3RDtaZDxLLGFYwFXZt,200000000,1,2021-09-22T20:55:48.997Z,1326.51001
12dYPYZYea6wd5vLyJGCmcrWQdZ1kyffR5,1069775,1,2021-09-22T20:55:49.322Z,4.73563712551125
12b2cm2Ae6qqcHknAommf9Nfrv49ddeLzU,100000000,1,2021-09-22T20:55:49.401Z,416.394012
12B3hpaiiut347Tny1CAtaCWD9Lk2umG8y,250000000,2,2021-09-22T20:55:49.481Z,1480.2575674999998
12Czkbx8EyxXvw3n8uzqBsdDVWH2HGYmPQ,100000000,1,2021-09-22T20:55:49.562Z,416.321991
12jwpV1kXEQbJTab2R9N473k2nkdXzBt3Q,410000000,1,2022-04-03T19:57:00.028Z,1827.5217
12EPHagaxXP7AupvMJrCRavYgbQUyEEbNv,250000000,1,2021-09-22T20:55:49.647Z,1683.3424375000002
12iY6mnQQ6f2F9Tdzo6pC37fbwynqavGYP,100127000,1,2022-04-03T19:57:00.007Z,415.38685718095
12JojLremH3kijC7HDJmU9HPywJkb8TuyX,150000000,1,2022-04-03T19:56:59.968Z,679.0919955
12J48akNg2xSPaN1w4qaCY5JbFFivifoEB,100000000,1,2022-04-03T19:57:00.692Z,416.321991
12CjwjM6iQKYYdDACUxxujR7PXXHbqxBoH,1001753,1,2021-09-22T20:55:49.890Z,4.23486066976235
12b8UJc1JwX7EBLN85rWy5sJz6KEWEXgYf,400000000,1,2021-09-22T20:55:50.048Z,2627.968016
12hSEE3DvDVBXcynvKzdXiqH1GZQfwYgs1,200000000,1,2022-04-03T19:57:00.729Z,1150.08606
12G63G3queMBrXtFHeVjaJsESf3nQATdKR,50000000,1,2022-04-03T19:57:00.710Z,212.4774935
12E1X1NN6td5rMGxbi8Qu95V85HMVjdnCu,700010000,2,2021-09-22T20:55:50.126Z,2915.1075597988
12hjy3wGbiSqY6pVsTMsiNQGX2p6raiEF7,400000000,1,2022-04-03T19:57:00.792Z,1728.608032
12BTLjaCN8W3m48zT9KN375Udx6pZRq1A6,500000000,1,2021-09-22T20:55:50.366Z,2650.19989
12kYguqdbM5sXn5mzzAp2ZLrjf1DtMuhXU,400000000,1,2022-04-03T19:57:00.808Z,2368.412108
12FQZBebt7nQgA7VubbGHQzKbUTjk9Avny,300000000,2,2021-09-22T20:55:50.450Z,1817.0801394559032
12FeS5SoyiZ389E28xjF1jymdCyscQ6UFS,150000000,1,2021-09-22T20:55:50.533Z,690.724503
12eJfeiZE88imfQ5VojT94zNH4Fwdtyvz1,300000000,1,2021-09-22T20:55:50.612Z,1857.3239130000002
12BuHEuvsxaKsnVxUqi9p5HRiraQPzzEdX,400000000,1,2021-09-22T20:55:50.691Z,2297.271972
12dTv7rwyo5NzXRPriFS5m5seNv43CzWvy,550000000,1,2021-09-22T20:55:50.774Z,3256.5666485
12hKrcrcE5sYXJ1Z7MiYzL9QTJ1t12jsZu,300000000,1,2022-04-03T19:57:00.826Z,1384.277985
12KB6V13iX9ifNZKd6CdKJQYaEnCLqPa4K,50000000,1,2022-04-03T19:57:00.076Z,208.4149935
12bh99VY4p4nmtCv5d7A6eXbznhauPjYut,200000000,1,2021-09-22T20:55:51.438Z,829.71997
12eAuN4MKXkcfq8bfUQztzqSePP1ndkvo4,50000000,1,2021-09-22T20:55:51.795Z,208.505493
12HWuunf1mia9Y8QrgpeMU5tcT8UBvDETS,100000000,1,2022-04-03T19:57:00.859Z,454.765991
12kVzMMhb7DGfj2vfiq1Sm6dUgxygMRFAC,400000000,1,2022-04-03T19:57:00.151Z,1750.787964
12h6RZhVb9bgeFHwn1Xgj8rXMmwpXdiTsH,50000000,1,2022-04-03T19:57:00.928Z,208.588501
12hV278qMEMKFPcg4Jn7ZKLZtyHqe4Rb3A,410000000,1,2022-04-03T19:57:00.913Z,1708.5889163999998
12h15LYGNg69ERJbB42Pzs3G5sx7mjGdq7,100000000,1,2022-04-03T19:57:00.135Z,435.509003
12Fir7HBqaffoLKuuVstr6BFGtp7kWGCQV,300000000,1,2021-09-22T20:55:52.229Z,1820.919066
12kjexTBAExJeXxmB3zxiyGEEFLxQk75q3,50000000,1,2022-04-03T19:57:00.172Z,208.505493
12jWVeTJ4AnHDnQYoDXDRhMsvHWRHpVggN,80224784,1,2022-04-03T19:57:00.208Z,373.9188846730338
12HLYh3LKiRzEZbk3XZnGMbduV85BgUbGo,300000000,1,2022-04-03T19:57:00.881Z,1251.5310060000002
12ezbzfMUrmZQHtJjPQVimevnB2N7vUi7A,200000000,1,2021-09-22T20:55:52.496Z,1346.67395
12CVqjuLfa8bxE8GazRvBdTF2eJJ9tqPj4,300000000,1,2021-09-22T20:55:52.573Z,1253.8350209999999
12Hjq6mzUdxa3vUEQyPnEKKxneV24p7Qk2,150000000,1,2022-04-03T19:57:00.949Z,630.5234985
12Ky1aDHWfJrT2HfTNtXMc9CtDYHsv1s6c,300000000,1,2022-04-03T19:57:00.242Z,1808.52594
12LaBFKwXLciXcZMLnMHmn16FR5bksDop2,50000000,1,2022-04-03T19:57:00.262Z,210.310501
12CCkGKGz4jDdFcDqzotoy9J9BtYUGkoHw,100000000,1,2021-09-22T20:55:53.040Z,416.394012
12dxStdBWTdiRpCYDu6vbUyqemxiJLhqmf,300000000,1,2021-09-22T20:55:53.116Z,2031.9929820000002
12fY4hzZdj8RGcghzJqrDeLUHvLTbiMd6C,50980000,2,2022-04-03T19:57:00.279Z,212.5922006628
12ePRqvoRkY5biVFPyp6beExAaWiaZWYhm,100000000,1,2021-09-22T20:55:53.273Z,423.989014
12FgnUoxUrNArYN5L4Ryh6EAcrGNYsUbiD,300000000,1,2021-09-22T20:55:53.644Z,1819.770081
12EbcaUq7pbbrHReE5Lu9EF75HAFjFCRaJ,51000000,1,2021-09-22T20:55:53.721Z,212.32421541000002
12iysBMfBjLKm85UtY29FZvsposP5J5MBw,300000000,1,2022-04-03T19:57:01.086Z,1808.52594
12CC9QvFHonYwFYYS3maCfMEedjcFztCbf,200000000,1,2021-09-22T20:55:53.875Z,1205.25
12GScjxdpNNcoCGhBoJ7qm4VUGzbDFinPd,100000000,1,2022-04-03T19:57:01.119Z,416.394012
12D567vQ9er2GruAd8VvdmyZXQB5Cnu9Wo,510000000,1,2021-09-22T20:55:54.028Z,2131.5195357
12kvNyG7jABWMTrCbVqphNuiBJ5iX4PM9f,50000000,1,2022-04-03T19:57:01.155Z,204.774002
12JnrEpdg6Rb6BXW5dEPnv1FSZgdqyZH4P,100000000,1,2022-04-03T19:57:01.175Z,420.735992
12ifYaYwvLxMiLRz7VaZgPjKTLmcEi2mFK,100000000,1,2022-04-03T19:57:01.104Z,426.765015
12HrNoYikdf6mTcuXUj3fheByMJfmZ8KyQ,200000000,1,2022-04-03T19:57:00.304Z,1220.871948
12ebZCSFvPvkfaHo5E3rQgkQMBvn1ccPK2,51174336,2,2021-09-22T20:55:54.346Z,213.51791458970663
12kgp69XXHpsu7tDyBRwEMQqE6hs9dnWZV,400000000,1,2022-04-03T19:57:01.190Z,1686.604004
12kSeg4cLqziwwAvDntq85rQ3kRtKaXBy6,200000000,1,2022-04-03T19:57:00.363Z,1308.19397
12eUR5SrHWreuWoszK3eSW3sMTvkRMcM35,400000000,1,2021-09-22T20:55:54.662Z,2434.535888
12FdRqJ46XQDPpQbQPjk2PLLV1GGzPecyU,410000000,1,2021-09-22T20:55:54.744Z,1910.9648548999999
12iPgG35UBX9E6ru4Ph7YnE4T3focu69tr,50000000,1,2022-04-03T19:57:01.252Z,204.774002
12GM2RDDWLCpAAzLDNadnvegBgzBiHMHun,400000000,2,2022-04-03T19:57:01.208Z,2455.931884
12fxtpC7v9MuNDukACDsHHYUKxamWTQRsK,150000000,1,2022-04-03T19:57:01.296Z,664.781982
12JJRAxVx5LGTEXi3FKEwbW3LpiPHFcL2H,150000000,1,2022-04-03T19:57:00.438Z,625.0935059999999
12iXWLxjuxre4sbMUtXaseFDU5hff64FLQ,100000000,1,2022-04-03T19:57:00.457Z,449.010986
12jPFFyA11QHK2C9ioNvudmN5gAWrT3GVc,50000000,1,2022-04-03T19:57:00.508Z,204.774002
12hPkHYPvTrjW7Jwi7SUCijDstCoayPjLm,100000000,1,2022-04-03T19:57:01.327Z,596.297974
12Hjqf164PFriV59QSNPFSHNGQ41zvMQZR,1000900,1,2022-04-03T19:57:00.489Z,4.184172218865
12d5EtFKVSmgfBEMMtVZQ1QEqEmASkW8PW,1375122,1,2021-09-22T20:55:54.979Z,5.79821567797122
12ayDveFNnZ4rkHHs9VL5VRoF7VkXsLSDp,50000000,1,2021-09-22T20:55:55.058Z,219.399002
12EnJqtQ82Rgef5hM17evqNCTjDJG4ZSeU,300000000,1,2021-09-22T20:55:55.222Z,1726.415955
12bFt7MX9U5yiMXA1uftqZcamWVPAdL4Pj,100000000,1,2021-09-22T20:55:55.377Z,418.040985
12aYrgSNW38bbYQ11oJiCi97g945f2rUgE,300000000,2,2021-09-22T20:55:55.457Z,1242.04231608
12gZcVcwhYD9dabcF8UakAmHQbH37ZkdKr,100000000,1,2022-04-03T19:57:00.535Z,437.747986
12CbVMxWmG934HFQrJSJc5VtKzJPVSLMvD,2530716,1,2021-09-22T20:55:55.774Z,15.850278691109638
12d2U9ExXczuLhX7CQhqRq7Qi2wCXEo7ut,50000000,1,2021-09-22T20:55:56.010Z,208.505493
12gKEzUDqm2nJFqAG1nwHUq2V7ENnDKr5N,50000000,1,2022-04-03T19:57:00.551Z,210.310501
12BfsGS7Jt33McacenxGkvaLnEGbTumo4y,300000000,1,2021-09-22T20:55:56.403Z,1827.68097
12e5Lb5i3m3vEwmJMNegyHSv1FeEusYjUA,50000229,1,2021-09-22T20:55:56.483Z,207.43094252936564
12ehJGw3iyPVN35W47Sxuy5Rfju7cpCMZa,300000000,1,2021-09-22T20:55:56.562Z,1244.44803
12LbU3UYrqpKFA9veeVf9qJsXqcm7VaRjx,3896708,1,2022-04-03T19:57:00.566Z,26.22897605188744
12JhDES6bPduSUwroPGWZgUBmZxrTzFysU,300000000,1,2022-04-03T19:57:00.581Z,1824.936036
12BCVTUtBhDJ6BEToBkUJjS6pcC8iC7kih,400980000,2,2021-09-22T20:55:56.956Z,1675.9359719118
12Jf3qhaJaDt8wkFKiTqzyrgRvVE6nCYLs,410000000,1,2022-04-03T19:57:00.600Z,1713.9680384999997
12Vkffq8BVufN1noGWpvyZNC7Fd5dnUVP2,100000000,1,2022-04-03T19:57:19.864Z,437.747986
12mP1rBBdQNu6M2FmCx5WQpawsbzGH5AL4,251000000,2,2022-04-03T19:56:59.773Z,1596.84196267
12qX4JgyGv5usHGJaGoixf36ZE39jzzyPG,50000000,1,2022-04-03T19:57:18.934Z,204.774002
12nvXpSk3Qro9E6TZrEQgSdFLwuadvMRJP,300000000,1,2022-04-03T19:56:59.806Z,1830.6119370000001
12W2myKo55QePx2DR4hiYToyqtEY4ieN7k,100000000,1,2022-04-03T19:57:19.879Z,416.321991
12u9cQ6jbkA39SDPSKu9Q2RxsEzJiCGowK,1003917,1,2022-04-03T19:57:19.849Z,4.11152203531668
12wMfcGvsG9PoFtLt7NFUrNB4CSnSEaAQj,50000000,1,2022-04-03T19:57:18.960Z,210.367996
12rBrKyAm9ERrXcnV6N3qdyd4mfsNCQ9nn,100000000,1,2022-04-03T19:57:19.012Z,437.747986
12nyrVcuaBCsLWGV2jFmLB75aTPTUjzzDo,400000000,1,2022-04-03T19:56:59.844Z,1682.484008
12PEiX8JrYmpMRL6jkTK38pcDnq14NwVHB,100000000,1,2022-04-03T19:56:59.862Z,418.040985
12p2CcaDixL2FCMBzxzfMhPwufMohDbTmH,1000307,1,2022-04-03T19:56:59.882Z,5.742832458474649
12tERoGd8ra5SAv8HsJL1HoJdotK4WhfSt,150000000,1,2022-04-03T19:57:18.996Z,935.965485
12NiYaAX4M36e2yXiUnJXmAJPTqL6PHawb,150000000,1,2022-04-03T19:56:59.900Z,682.6454775
12VgqrBp2RnQcFpZXv7zcEDfsdthX3SJkv,200000000,1,2022-04-03T19:57:19.031Z,1067.728028
12vVS5bgeXtiFu664FoLdf7LanToVBXKst,80000000,1,2022-04-03T19:57:19.050Z,356.5896
12QChbURjYqP6cibTGLxT4QjxVKD7p1bPj,300000000,1,2022-04-03T19:56:59.921Z,1360.152009
12tDZPpzsx8mjxAa7Csgqm4eYez9FUkzCQ,200000000,1,2022-04-03T19:57:19.996Z,829.63202
12QUVVdvithVup3waT2trqY5fim2hyT3C1,50000000,1,2022-04-03T19:57:20.048Z,206.6535035
12VTvB7R5MHKuck7K89FxzFeLw4zmrXr3K,200000000,1,2022-04-03T19:57:20.063Z,1134.47998
12MJCcqwMpEHSj5hQip55X9yLs1sc58n7v,50500000,1,2022-04-03T19:57:00.661Z,212.41360601
12mg8pCVmZaDK3H5thoJtHgFiP69WcL5n2,400000000,1,2022-04-03T19:56:59.953Z,2151.88794
12LNMH8CwarzcmEqfAMe93eYFUMboXyRnc,100000000,1,2022-04-03T19:57:00.674Z,608.312012
12TNuWYpMqonrPoKn8L6iBMbcvjJBgPLVU,300007570,1,2022-04-03T19:57:20.155Z,1814.229858911644
12SyW5rzXVaJ6h4vAWMG1SxWLbxSX8aRa3,50000000,1,2022-04-03T19:57:20.135Z,204.774002
12N9k5TTzXkWvwyP1cWoZTkyBJxWHwqpj5,50000000,1,2022-04-03T19:56:59.989Z,204.774002
12VdK9nnvffSWG6CGd9MB3y4rt2x3LPHbd,150000000,1,2022-04-03T19:57:19.133Z,625.0935059999999
12Rq32tkAxZdFm1EFfqzpDhH5xXY7dSHgN,50000000,1,2022-04-03T19:57:19.151Z,208.565506
12LsHmHYic1T4SKh7F2eg3MQ5ZzXXRqJvq,200000000,1,2022-04-03T19:57:00.751Z,917.072022
12N3YvshYQUEMicM97x9mDLXKAuFZjPtcp,500000000,1,2022-04-03T19:57:00.775Z,2266.920015
12UCKjsbJP3TGkeX8bsfWuJ3YYoa76G93c,50000000,1,2022-04-03T19:57:20.195Z,223.3609925
12uDMHNxgiPdaciiXJCPXXN91hUvbGvUd6,100980000,2,2022-04-03T19:57:20.216Z,441.4482082098
12VYewq2PycdYWBNKFaQXpsMDd5QEqNRhE,30098838,1,2022-04-03T19:57:20.251Z,197.15791536661376
12o2R5GfrMAzMWpBfS8r9jVzP2e8u79W6T,100000000,1,2022-04-03T19:57:00.041Z,420.785004
12QbsaJc6tsy4AifuiV27oWSyf2JAtJ3Hj,100000000,1,2022-04-03T19:57:00.060Z,416.321991
12W1iXnhQKLuL6MZWEFGhPvTpegbL8sVqy,400000000,1,2022-04-03T19:57:19.238Z,2622.22412
12pz4XT3bMKaQEcogsy12ZFnWBYbgR3ipw,500000000,1,2022-04-03T19:57:00.090Z,2684.599915
12nQhDDvhiWxqiahMVKcMQpWU7uVqCJCRc,709967000,2,2022-04-03T19:57:00.842Z,3763.10893060726
12t4V6pLTWRbrZnGq7f8iYu721KjNxZG4f,15393081,1,2022-04-03T19:57:20.266Z,98.76677662642462
12p9xXdtdQNnxP9fK1Wb1ARayPpdZNyGGQ,200000000,1,2022-04-03T19:57:00.105Z,1155.521972
12pc75GMaCFZopL2My8vesTJ3G8aRNFigi,410000000,2,2022-04-03T19:57:00.897Z,1724.436391
12p5EhVoY9xX7VRd5jMP3o4knsNMs1TQ7R,300000000,1,2022-04-03T19:57:00.122Z,1878.947937
12Ro82Eh7HiZbk8McYEsC82qe4p53e79LV,50000000,1,2022-04-03T19:57:20.297Z,208.1609955
12my4FMvRMhCnoarsPrhDzVBv3h4dE1jHH,100000000,1,2022-04-03T19:57:00.190Z,569.947021
12qDMyr96Z7YaVuT172sFNVCYUvW2jX1BE,100000000,1,2022-04-03T19:57:19.252Z,422.372986
12pthE2rZqMm84BsHEMoaBctfigGhtv95i,400000000,1,2022-04-03T19:57:00.979Z,2432.17212
12pWDmT2xA6MTr76QDZED7aCAiRaQes5Au,200000000,1,2022-04-03T19:57:00.226Z,1182.108032
12UMBmbetV1RtUxS3SxGgrcnuQUMDdQozo,200000000,1,2022-04-03T19:57:19.287Z,1132.70996
12U99qqENdBwK3W75LH67L5DcanRreBEoC,50000000,1,2022-04-03T19:57:20.356Z,210.310501
12Quexr6wiohQ62PDwLuGxAJrqWafQYP2X,200000000,1,2022-04-03T19:57:20.379Z,834.262024
